#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG02275	1130277	1.00000	1408786	0.97396	0.00392	0.00129	0.55484	0.01195
NA19783	999838	1.00000	1579859	0.97596	0.00587	0.00197	0.61242	0.01262
HG00364	962482	1.00000	1647989	0.97791	0.00435	0.00137	0.63130	0.01148
HG01028	1099586	1.00000	1576676	0.97729	0.00507	0.00164	0.58913	0.00590
HG01924	998712	1.00000	1660361	0.97749	0.00438	0.00137	0.62441	0.01135
NA19087	1068786	1.00000	1562072	0.97519	0.00413	0.00132	0.59375	0.01197
HG04014	981883	1.00000	1695343	0.97244	0.00447	0.00139	0.63325	0.02415
HG00737	941229	1.00000	1713554	0.97628	0.00431	0.00131	0.64546	0.01204
HG01531	966943	1.00000	1612959	0.97715	0.00411	0.00129	0.62520	0.01204
HG03864	977853	1.00000	1700477	0.97699	0.00420	0.00130	0.63490	0.01040
NA19005	1067165	1.00000	1583388	0.97662	0.00389	0.00122	0.59738	0.01118
NA19098	1027762	1.00000	1609601	0.97701	0.00390	0.00129	0.61031	0.00937
HG02339	993181	1.00000	1551041	0.97826	0.00366	0.00121	0.60963	0.01202
HG02298	1011210	1.00000	1594569	0.97664	0.00356	0.00113	0.61194	0.01224
HG03999	975513	1.00000	1724790	0.97732	0.00494	0.00157	0.63874	0.01013
NA20757	949049	1.00000	1668998	0.97677	0.00469	0.00146	0.63750	0.01065
HG01766	947197	1.00000	1670624	0.97784	0.00402	0.00125	0.63817	0.01066
HG03836	1017928	1.00000	1625507	0.97617	0.00474	0.00153	0.61492	0.01095
NA19239	997696	1.00000	1585188	0.97739	0.00389	0.00129	0.61373	0.01199
NA19908	975437	1.00000	1683171	0.97757	0.00918	0.00348	0.63310	0.00987
NA20356	960441	1.00000	1688075	0.97751	0.00381	0.00121	0.63737	0.01119
HG01893	948765	1.00000	1670079	0.97789	0.00385	0.00121	0.63772	0.01237
HG02221	945849	1.00000	1634703	0.97736	0.00386	0.00125	0.63347	0.01141
HG03445	997911	1.00000	1602786	0.97731	0.00423	0.00143	0.61629	0.01242
HG03469	1010864	1.00000	1590560	0.97783	0.00517	0.00173	0.61142	0.01122
HG01607	945616	1.00000	1647991	0.97675	0.00413	0.00127	0.63541	0.01221
HG03897	981041	1.00000	1711691	0.97757	0.00466	0.00146	0.63567	0.00878
NA20760	950678	1.00000	1674064	0.97748	0.00610	0.00203	0.63780	0.01109
NA19452	1005246	1.00000	1648445	0.97752	0.00340	0.00111	0.62119	0.01073
NA20800	957690	1.00000	1666981	0.97805	0.00401	0.00126	0.63512	0.00991
HG03024	1001813	1.00000	1572289	0.97696	0.00704	0.00251	0.61081	0.01190
HG02884	989748	1.00000	1588478	0.97713	0.00682	0.00247	0.61611	0.01272
HG04039	969678	1.00000	1719372	0.97739	0.00488	0.00155	0.63940	0.01103
NA12004	946609	1.00000	1685325	0.97700	0.00393	0.00122	0.64034	0.01096
HG00732	939007	1.00000	1695455	0.97780	0.00426	0.00130	0.64357	0.01177
NA12155	957048	1.00000	1651003	0.97656	0.00465	0.00146	0.63304	0.01092
HG02220	941670	1.00000	1676536	0.97706	0.00348	0.00110	0.64034	0.01204
NA18536	1049850	1.00000	1518554	0.97583	0.00417	0.00129	0.59124	0.01356
HG01935	1051836	1.00000	1568961	0.97571	0.00390	0.00125	0.59866	0.01078
NA20767	935108	1.00000	1676769	0.97827	0.00428	0.00133	0.64198	0.01100
NA20276	942541	1.00000	1705772	0.97771	0.00374	0.00117	0.64410	0.01251
HG02089	993781	1.00000	1590803	0.97698	0.00360	0.00113	0.61550	0.01292
NA21097	964787	1.00000	1650763	0.97717	0.00442	0.00139	0.63113	0.01236
HG03774	985356	1.00000	1690355	0.97811	0.00437	0.00139	0.63174	0.01048
HG02146	1102913	1.00000	1397072	0.97517	0.00388	0.00126	0.55883	0.01328
HG02188	1076435	1.00000	1548308	0.97582	0.00353	0.00112	0.58989	0.01171
HG03685	957694	1.00000	1686563	0.97757	0.00497	0.00159	0.63782	0.01150
HG02032	1065750	1.00000	1565772	0.97558	0.00391	0.00123	0.59501	0.01154
HG03196	980863	1.00000	1579973	0.97808	0.00383	0.00126	0.61698	0.01242
HG03571	1021044	1.00000	1616567	0.97709	0.00397	0.00132	0.61289	0.00929
HG02082	1047420	1.00000	1538518	0.97535	0.00368	0.00118	0.59496	0.01350
HG01063	887365	1.00000	1818215	0.97904	0.00400	0.00123	0.67202	0.01070
HG02968	1007811	1.00000	1577345	0.97695	0.00308	0.00100	0.61015	0.01234
NA18525	1069690	1.00000	1553973	0.97571	0.00426	0.00133	0.59229	0.01173
NA19332	1000366	1.00000	1633993	0.97770	0.00364	0.00122	0.62026	0.01028
NA06985	955540	1.00000	1674395	0.97708	0.00417	0.00127	0.63667	0.01062
HG02522	1053873	1.00000	1526325	0.97602	0.00369	0.00116	0.59155	0.01329
HG01799	1046952	1.00000	1511417	0.97549	0.00404	0.00126	0.59077	0.01374
HG03928	940348	1.00000	1697555	0.97761	0.00725	0.00248	0.64352	0.01307
HG04107	988306	1.00000	1649853	0.97703	0.00505	0.00162	0.62538	0.01188
HG03446	998858	1.00000	1583857	0.97722	0.00503	0.00171	0.61325	0.01228
HG03989	987715	1.00000	1688406	0.97796	0.00617	0.00202	0.63092	0.00960
NA18962	1069563	1.00000	1595118	0.97607	0.00438	0.00139	0.59861	0.01057
HG04219	961671	1.00000	1721458	0.97753	0.00491	0.00155	0.64159	0.01093
HG03009	945564	1.00000	1698136	0.97779	0.00548	0.00180	0.64233	0.01210
HG04180	988342	1.00000	1709048	0.97705	0.00509	0.00167	0.63359	0.01034
HG00339	971442	1.00000	1678061	0.97773	0.00503	0.00158	0.63335	0.00747
HG01105	969724	1.00000	1713383	0.97773	0.00495	0.00154	0.63858	0.00737
HG03753	963723	1.00000	1712673	0.97742	0.00401	0.00123	0.63992	0.01103
NA21109	973707	1.00000	1688289	0.97790	0.00414	0.00128	0.63422	0.01061
HG03063	1006369	1.00000	1593480	0.97750	0.00363	0.00119	0.61291	0.01164
HG00112	958183	1.00000	1652190	0.97783	0.00417	0.00130	0.63293	0.01094
HG01870	1065108	1.00000	1534376	0.97633	0.00402	0.00128	0.59026	0.01189
HG02881	1035032	1.00000	1533296	0.97788	0.00422	0.00140	0.59700	0.01155
NA18978	1077215	1.00000	1564926	0.97611	0.00424	0.00138	0.59229	0.01134
HG01528	951448	1.00000	1636448	0.97659	0.00409	0.00128	0.63235	0.01201
NA18553	1067788	1.00000	1608920	0.97624	0.00429	0.00134	0.60108	0.01097
HG03812	944150	1.00000	1714946	0.97750	0.00612	0.00203	0.64494	0.01175
HG01363	933864	1.00000	1723204	0.97679	0.00390	0.00119	0.64854	0.01225
HG03313	1016622	1.00000	1592032	0.97775	0.00459	0.00152	0.61029	0.01085
HG03611	979838	1.00000	1713234	0.97558	0.00655	0.00205	0.63616	0.00372
HG02283	948627	1.00000	1724617	0.97854	0.00385	0.00122	0.64514	0.01093
NA20511	941993	1.00000	1653281	0.97738	0.00495	0.00151	0.63704	0.01176
HG03488	945534	1.00000	1733713	0.97786	0.00434	0.00135	0.64709	0.01130
HG01031	1069758	1.00000	1589860	0.97655	0.00442	0.00138	0.59778	0.01089
NA20529	942480	1.00000	1650011	0.97822	0.00486	0.00150	0.63646	0.01191
NA20819	954244	1.00000	1637798	0.97692	0.00372	0.00118	0.63186	0.01201
HG01108	928816	1.00000	1751580	0.97871	0.00475	0.00146	0.65348	0.01040
NA18641	1074100	1.00000	1567665	0.97534	0.00722	0.00257	0.59342	0.01133
NA19003	1057579	1.00000	1520393	0.97653	0.00362	0.00114	0.58976	0.01277
HG03132	1006912	1.00000	1585709	0.97736	0.00400	0.00135	0.61162	0.01139
NA18566	1057801	1.00000	1563879	0.97623	0.00468	0.00148	0.59652	0.01252
HG01378	972783	1.00000	1698621	0.97661	0.00506	0.00158	0.63585	0.00701
HG03851	969790	1.00000	1709630	0.97731	0.00440	0.00136	0.63806	0.01042
HG00360	957241	1.00000	1664702	0.97711	0.00397	0.00124	0.63491	0.01121
HG01593	978490	1.00000	1636474	0.97742	0.00387	0.00122	0.62581	0.01073
NA20752	933585	1.00000	1677556	0.97746	0.00378	0.00115	0.64246	0.01195
HG00533	1078234	1.00000	1561169	0.97545	0.00362	0.00114	0.59149	0.01144
HG01354	962798	1.00000	1688286	0.97651	0.00468	0.00143	0.63683	0.00979
HG04206	989068	1.00000	1693834	0.97756	0.00472	0.00146	0.63134	0.00947
HG02322	937628	1.00000	1638466	0.97702	0.00369	0.00117	0.63603	0.01689
HG03690	1043117	1.00000	1540578	0.97586	0.00487	0.00165	0.59627	0.01207
HG01810	1064591	1.00000	1528233	0.97642	0.00432	0.00135	0.58941	0.01181
NA19316	1007769	1.00000	1640230	0.97759	0.00492	0.00168	0.61942	0.00993
HG04094	965895	1.00000	1670639	0.97675	0.00652	0.00218	0.63365	0.01262
NA18508	1027642	1.00000	1631384	0.97711	0.00433	0.00144	0.61353	0.00664
HG03163	1027943	1.00000	1561624	0.97687	0.00339	0.00113	0.60304	0.01145
HG00445	1075259	1.00000	1591818	0.97572	0.00453	0.00144	0.59684	0.00934
HG02442	993003	1.00000	1592576	0.97734	0.00356	0.00114	0.61595	0.01226
HG04225	976512	1.00000	1726893	0.97717	0.00661	0.00222	0.63878	0.00833
HG02355	1051223	1.00000	1547409	0.97559	0.00396	0.00124	0.59547	0.01297
NA18546	1046378	1.00000	1585020	0.97669	0.00394	0.00125	0.60235	0.01127
HG03717	994274	1.00000	1687321	0.97695	0.00770	0.00271	0.62922	0.01013
NA18628	1060695	1.00000	1568280	0.97535	0.00410	0.00128	0.59654	0.01232
NA18858	1014354	1.00000	1617977	0.97822	0.00360	0.00120	0.61466	0.00985
HG00611	1084888	1.00000	1569932	0.97516	0.00421	0.00131	0.59135	0.01105
HG02395	1061442	1.00000	1583049	0.97646	0.00413	0.00131	0.59862	0.01155
NA18531	1055512	1.00000	1530619	0.97537	0.00342	0.00110	0.59186	0.01331
HG03653	946730	1.00000	1690905	0.97689	0.00420	0.00130	0.64107	0.01238
NA20521	948958	1.00000	1687926	0.97735	0.00453	0.00142	0.64012	0.01021
HG03391	1006835	1.00000	1602653	0.97699	0.00450	0.00156	0.61416	0.01136
HG02461	1003667	1.00000	1615364	0.97789	0.00658	0.00240	0.61678	0.01005
HG04001	989354	1.00000	1707958	0.97768	0.00443	0.00138	0.63321	0.00839
HG02851	964350	1.00000	1594046	0.97822	0.00323	0.00107	0.62306	0.01292
HG01468	1015663	1.00000	1569566	0.97571	0.00475	0.00150	0.60713	0.01152
HG03240	1000527	1.00000	1587279	0.97698	0.00560	0.00193	0.61337	0.01168
NA19901	977472	1.00000	1665510	0.97872	0.00365	0.00118	0.63016	0.01041
HG03432	1019611	1.00000	1611367	0.97768	0.00404	0.00134	0.61246	0.00955
HG03419	1015151	1.00000	1599148	0.97714	0.00475	0.00158	0.61169	0.01119
NA19197	1009300	1.00000	1594402	0.97785	0.00321	0.00104	0.61236	0.01140
HG03907	999694	1.00000	1678946	0.97699	0.00483	0.00155	0.62679	0.01103
NA19776	937992	1.00000	1730229	0.97795	0.00361	0.00109	0.64846	0.01220
HG00699	1077158	1.00000	1582067	0.97652	0.00370	0.00118	0.59494	0.00999
HG02029	1052844	1.00000	1583038	0.97658	0.00409	0.00133	0.60057	0.01133
NA20851	955122	1.00000	1689956	0.97835	0.00396	0.00124	0.63891	0.01168
HG00123	937056	1.00000	1668453	0.97710	0.00384	0.00119	0.64036	0.01215
HG03352	999166	1.00000	1569097	0.97768	0.00400	0.00131	0.61096	0.01251
HG03484	982032	1.00000	1569850	0.97773	0.00359	0.00117	0.61517	0.01280
NA19065	1066635	1.00000	1553528	0.97638	0.00391	0.00123	0.59291	0.01178
NA18603	1078814	1.00000	1587261	0.97612	0.00424	0.00137	0.59535	0.01020
NA19395	993947	1.00000	1649431	0.97731	0.00357	0.00115	0.62399	0.01023
HG01589	996725	1.00000	1622921	0.97727	0.00434	0.00137	0.61952	0.01103
HG01747	954958	1.00000	1664495	0.97736	0.00389	0.00120	0.63544	0.01047
NA21110	1000665	1.00000	1705292	0.97726	0.00483	0.00152	0.63020	0.00649
HG03944	991165	1.00000	1647697	0.97646	0.00536	0.00177	0.62440	0.01185
NA19066	1050052	1.00000	1551555	0.97704	0.00393	0.00123	0.59638	0.01207
NA12843	918614	1.00000	1642525	0.97772	0.00410	0.00125	0.64133	0.01257
NA19657	945811	1.00000	1634963	0.97763	0.00341	0.00107	0.63352	0.01327
HG02090	952965	1.00000	1695652	0.97689	0.00371	0.00115	0.64020	0.01269
HG02050	1084482	1.00000	1581706	0.97519	0.00459	0.00145	0.59325	0.00988
HG01281	931022	1.00000	1733997	0.97738	0.00417	0.00130	0.65065	0.01032
HG02238	946781	1.00000	1662678	0.97767	0.00381	0.00121	0.63717	0.01063
HG02020	1049669	1.00000	1555415	0.97610	0.00352	0.00110	0.59707	0.01264
HG01608	938498	1.00000	1638430	0.97755	0.00411	0.00130	0.63581	0.01225
HG00325	951329	1.00000	1607408	0.97780	0.00420	0.00130	0.62820	0.01227
HG00625	1073506	1.00000	1578803	0.97532	0.00393	0.00123	0.59526	0.01096
HG03259	1128841	1.00000	1413122	0.97549	0.00431	0.00153	0.55592	0.00804
NA18627	1060040	1.00000	1543537	0.97581	0.00431	0.00135	0.59285	0.01253
NA19236	1016486	1.00000	1601506	0.97743	0.00348	0.00115	0.61173	0.01081
HG02072	1053787	1.00000	1588551	0.97641	0.00361	0.00114	0.60119	0.01191
HG03872	956159	1.00000	1704502	0.97711	0.00425	0.00133	0.64063	0.01133
NA20813	957870	1.00000	1674878	0.97778	0.00396	0.00124	0.63617	0.01070
HG01612	942515	1.00000	1670919	0.97692	0.00451	0.00141	0.63936	0.01145
HG03787	949419	1.00000	1693883	0.97704	0.00498	0.00160	0.64082	0.01196
HG02012	996266	1.00000	1666610	0.97769	0.00435	0.00141	0.62587	0.00811
NA18550	1043832	1.00000	1562937	0.97650	0.00395	0.00126	0.59957	0.01261
HG03478	1015069	1.00000	1608288	0.97700	0.00505	0.00178	0.61306	0.00972
HG01060	943372	1.00000	1717927	0.97727	0.00463	0.00145	0.64552	0.01046
HG01700	943858	1.00000	1617025	0.97756	0.00407	0.00125	0.63143	0.01203
HG01497	961147	1.00000	1678026	0.97749	0.00419	0.00130	0.63582	0.01166
HG00100	953604	1.00000	1640223	0.97639	0.00391	0.00119	0.63236	0.01256
HG03730	963722	1.00000	1663660	0.97661	0.00382	0.00122	0.63320	0.01271
HG03084	997210	1.00000	1596000	0.97670	0.00360	0.00117	0.61545	0.01179
NA12058	952232	1.00000	1659472	0.97718	0.00466	0.00143	0.63540	0.01120
HG00233	965170	1.00000	1692946	0.97656	0.00489	0.00152	0.63690	0.00804
HG03760	973664	1.00000	1706790	0.97761	0.00405	0.00128	0.63675	0.01093
HG00372	953708	1.00000	1640746	0.97770	0.00380	0.00120	0.63241	0.01160
HG01527	945667	1.00000	1679897	0.97768	0.00412	0.00127	0.63982	0.01088
HG03679	966080	1.00000	1681010	0.97736	0.00394	0.00123	0.63504	0.01135
HG04210	974192	1.00000	1716206	0.97641	0.00770	0.00258	0.63790	0.00947
HG00650	1082508	1.00000	1583462	0.97664	0.00391	0.00124	0.59395	0.00878
NA19056	1069584	1.00000	1579631	0.97678	0.00375	0.00119	0.59626	0.01075
HG03885	971487	1.00000	1670049	0.97758	0.00477	0.00149	0.63223	0.01209
NA20346	952550	1.00000	1713170	0.97831	0.00380	0.00120	0.64267	0.01068
HG01956	979017	1.00000	1656036	0.97794	0.00368	0.00120	0.62846	0.01107
HG02314	982214	1.00000	1639529	0.97759	0.00339	0.00112	0.62536	0.01137
HG01510	921993	1.00000	1658102	0.97659	0.00416	0.00127	0.64265	0.01331
NA11832	958206	1.00000	1649730	0.97806	0.00398	0.00124	0.63258	0.01104
NA19096	1020604	1.00000	1595317	0.97797	0.00401	0.00131	0.60985	0.01048
HG03157	993172	1.00000	1629720	0.97740	0.00382	0.00124	0.62134	0.01045
HG01188	921651	1.00000	1759126	0.97856	0.00371	0.00113	0.65620	0.01160
HG01812	1068069	1.00000	1552186	0.97529	0.00404	0.00127	0.59238	0.01257
HG00264	952844	1.00000	1657297	0.97666	0.00438	0.00138	0.63495	0.01114
NA12272	960865	1.00000	1653320	0.97712	0.00427	0.00136	0.63244	0.01119
HG01164	937104	1.00000	1710444	0.97809	0.00456	0.00138	0.64605	0.01107
HG00125	934552	1.00000	1621769	0.97723	0.00428	0.00129	0.63442	0.01365
HG03736	932039	1.00000	1666972	0.97684	0.00381	0.00118	0.64139	0.01361
NA20900	939086	1.00000	1697066	0.97802	0.00370	0.00113	0.64377	0.01198
NA18881	1040223	1.00000	1606899	0.97741	0.00462	0.00153	0.60704	0.00530
HG03127	979079	1.00000	1570989	0.97837	0.00585	0.00203	0.61606	0.01279
HG00119	969923	1.00000	1651520	0.97739	0.00464	0.00149	0.63000	0.01031
HG02734	1046700	1.00000	1475730	0.97622	0.00387	0.00125	0.58504	0.01236
HG01086	930950	1.00000	1710621	0.97734	0.00381	0.00118	0.64758	0.01135
HG03117	1016249	1.00000	1634041	0.97728	0.00473	0.00159	0.61655	0.00910
HG03016	971327	1.00000	1704398	0.97738	0.00417	0.00128	0.63699	0.01112
HG04059	967288	1.00000	1701590	0.97646	0.00753	0.00255	0.63757	0.01191
NA18613	1070791	1.00000	1559353	0.97585	0.00412	0.00130	0.59288	0.01174
HG03868	978752	1.00000	1698562	0.97765	0.00553	0.00183	0.63443	0.01063
NA18562	1071111	1.00000	1602467	0.97548	0.00426	0.00135	0.59937	0.00973
NA19257	1016981	1.00000	1619894	0.97699	0.00414	0.00135	0.61432	0.00999
NA20294	961137	1.00000	1695076	0.97817	0.00393	0.00124	0.63816	0.01089
HG01190	921596	1.00000	1763825	0.97848	0.00392	0.00120	0.65682	0.01069
HG01806	1066285	1.00000	1549256	0.97606	0.00407	0.00129	0.59233	0.01224
HG02493	948901	1.00000	1708902	0.97722	0.00394	0.00120	0.64298	0.01146
NA21089	966821	1.00000	1648537	0.97705	0.00411	0.00127	0.63033	0.01170
NA19982	965154	1.00000	1671653	0.97858	0.00410	0.00131	0.63397	0.01087
HG01083	938274	1.00000	1758091	0.97677	0.00476	0.00147	0.65202	0.00884
NA18561	1044448	1.00000	1579840	0.97595	0.00488	0.00151	0.60201	0.01262
NA20889	966096	1.00000	1707438	0.97727	0.00390	0.00119	0.63864	0.01064
HG00590	1059491	1.00000	1572186	0.97532	0.00359	0.00113	0.59741	0.01225
NA18541	1075563	1.00000	1577010	0.97527	0.00477	0.00150	0.59452	0.01020
HG01058	925914	1.00000	1750873	0.97815	0.00399	0.00123	0.65410	0.01049
HG02061	1074753	1.00000	1583906	0.97574	0.00420	0.00134	0.59575	0.01094
NA19448	1012047	1.00000	1616643	0.97752	0.00345	0.00112	0.61500	0.01084
HG01161	927632	1.00000	1738848	0.97679	0.00420	0.00129	0.65211	0.01158
HG00269	946020	1.00000	1625575	0.97881	0.00453	0.00140	0.63213	0.01179
HG01571	1015885	1.00000	1623964	0.97694	0.00421	0.00132	0.61517	0.01016
HG02724	971038	1.00000	1694567	0.97722	0.00658	0.00223	0.63572	0.01142
NA20588	957083	1.00000	1660909	0.97856	0.00439	0.00138	0.63442	0.01045
HG01149	976802	1.00000	1738970	0.97720	0.00564	0.00180	0.64032	0.00477
HG01070	937478	1.00000	1695367	0.97780	0.00403	0.00123	0.64393	0.01237
HG00107	943464	1.00000	1646720	0.97696	0.00394	0.00122	0.63575	0.01098
HG01257	952884	1.00000	1694656	0.97802	0.00365	0.00113	0.64009	0.01131
HG02390	1034326	1.00000	1515154	0.97567	0.00457	0.00149	0.59430	0.01374
HG01097	924522	1.00000	1709692	0.97784	0.00391	0.00120	0.64903	0.01171
HG03895	1020773	1.00000	1585341	0.97584	0.00585	0.00201	0.60832	0.01268
HG01241	927589	1.00000	1772000	0.97801	0.00443	0.00138	0.65640	0.01054
HG01961	1120863	1.00000	1372148	0.97398	0.00524	0.00187	0.55040	0.01372
NA20527	936468	1.00000	1672671	0.97753	0.00478	0.00145	0.64108	0.01155
HG01708	924315	1.00000	1690083	0.97745	0.00420	0.00129	0.64645	0.01225
HG02402	1053166	1.00000	1533444	0.97517	0.00398	0.00126	0.59284	0.01351
HG02179	1058575	1.00000	1574336	0.97671	0.00345	0.00110	0.59795	0.01165
HG01495	909828	1.00000	1731130	0.97769	0.00411	0.00125	0.65549	0.01219
NA18642	1062684	1.00000	1599729	0.97552	0.00522	0.00163	0.60086	0.01048
HG00637	915391	1.00000	1753465	0.97791	0.00417	0.00129	0.65701	0.01117
NA20822	943153	1.00000	1685885	0.97702	0.00429	0.00131	0.64126	0.01119
HG00375	969823	1.00000	1668181	0.97654	0.00515	0.00162	0.63236	0.01016
NA18530	1071439	1.00000	1588383	0.97643	0.00398	0.00129	0.59718	0.01088
NA21128	975016	1.00000	1720447	0.97749	0.00460	0.00142	0.63828	0.00805
HG03577	996502	1.00000	1589407	0.97782	0.00440	0.00151	0.61464	0.01205
HG03971	972793	1.00000	1696757	0.97728	0.00479	0.00151	0.63560	0.01210
HG03631	956132	1.00000	1699179	0.97787	0.00488	0.00151	0.63992	0.01118
HG01697	937484	1.00000	1656993	0.97719	0.00422	0.00133	0.63866	0.01185
HG03058	1014861	1.00000	1599334	0.97819	0.00383	0.00126	0.61179	0.01060
HG03808	960323	1.00000	1702443	0.97721	0.00450	0.00139	0.63935	0.01168
NA18989	1096143	1.00000	1575670	0.97704	0.00467	0.00153	0.58974	0.00706
HG04194	955798	1.00000	1723679	0.97787	0.00556	0.00177	0.64329	0.01141
HG03833	966055	1.00000	1734347	0.97752	0.00562	0.00186	0.64226	0.01070
HG00329	955392	1.00000	1677755	0.97663	0.00419	0.00128	0.63717	0.01040
HG02545	945442	1.00000	1612816	0.97769	0.00375	0.00121	0.63044	0.01329
NA20362	949020	1.00000	1744085	0.97853	0.00402	0.00127	0.64761	0.00954
HG00160	957014	1.00000	1643189	0.97682	0.00387	0.00122	0.63195	0.01166
NA19222	1019371	1.00000	1594515	0.97758	0.00374	0.00124	0.61002	0.01049
NA18991	1054635	1.00000	1559111	0.97617	0.00351	0.00112	0.59650	0.01281
NA20769	935800	1.00000	1691838	0.97770	0.00391	0.00120	0.64386	0.01101
NA20317	914859	1.00000	1728260	0.97811	0.00382	0.00121	0.65387	0.01168
NA12829	961281	1.00000	1676466	0.97698	0.00485	0.00153	0.63557	0.00541
HG02323	978574	1.00000	1643244	0.97716	0.00492	0.00166	0.62676	0.01124
NA19834	946046	1.00000	1771440	0.97847	0.00428	0.00136	0.65187	0.00737
HG00254	952237	1.00000	1673439	0.97790	0.00410	0.00128	0.63734	0.01009
HG00280	964690	1.00000	1671449	0.97679	0.00392	0.00122	0.63405	0.01042
NA11843	932107	1.00000	1638244	0.97841	0.00453	0.00139	0.63736	0.01253
HG00867	1068169	1.00000	1576741	0.97565	0.00439	0.00139	0.59614	0.01168
HG01686	936423	1.00000	1641924	0.97726	0.00402	0.00124	0.63681	0.01258
HG02137	1079225	1.00000	1553138	0.97623	0.00356	0.00113	0.59002	0.01197
NA19711	964852	1.00000	1679485	0.97784	0.00387	0.00123	0.63513	0.01188
HG00452	1062517	1.00000	1566906	0.97741	0.00373	0.00119	0.59591	0.01201
NA18993	1072609	1.00000	1567318	0.97531	0.00359	0.00113	0.59370	0.01189
HG00632	1053216	1.00000	1528341	0.97627	0.00371	0.00117	0.59202	0.01268
NA19159	1012084	1.00000	1622377	0.97677	0.00366	0.00118	0.61583	0.01043
HG04159	968612	1.00000	1736948	0.97770	0.00580	0.00189	0.64199	0.00963
HG03640	973481	1.00000	1676813	0.97747	0.00570	0.00175	0.63269	0.01137
HG03832	939814	1.00000	1694882	0.97670	0.00648	0.00219	0.64329	0.01284
HG01617	944802	1.00000	1644364	0.97662	0.00405	0.00126	0.63509	0.01247
NA19204	1012220	1.00000	1592334	0.97716	0.00361	0.00118	0.61137	0.01125
HG03949	988624	1.00000	1659262	0.97698	0.00548	0.00180	0.62664	0.01138
NA18507	1004327	1.00000	1600608	0.97773	0.00360	0.00118	0.61445	0.01144
NA18504	992915	1.00000	1577582	0.97752	0.00354	0.00115	0.61373	0.01236
HG02054	944665	1.00000	1637239	0.97808	0.00352	0.00115	0.63412	0.01344
NA12828	946077	1.00000	1654287	0.97717	0.00431	0.00134	0.63618	0.01186
HG01620	936076	1.00000	1636907	0.97681	0.00409	0.00130	0.63619	0.01279
NA19238	1024576	1.00000	1622088	0.97733	0.00431	0.00140	0.61288	0.00780
HG01082	909511	1.00000	1770173	0.97891	0.00410	0.00127	0.66059	0.01051
HG01131	954850	1.00000	1713993	0.97695	0.00408	0.00126	0.64222	0.01100
HG02628	1001349	1.00000	1599091	0.97682	0.00421	0.00140	0.61493	0.01215
HG00608	1098000	1.00000	1583675	0.97571	0.00447	0.00142	0.59055	0.00703
NA20127	990582	1.00000	1685367	0.97868	0.00441	0.00142	0.62982	0.00758
NA19000	1085014	1.00000	1580130	0.97621	0.00426	0.00139	0.59289	0.01011
HG03693	982951	1.00000	1712858	0.97704	0.00421	0.00131	0.63538	0.01069
HG01770	938325	1.00000	1637650	0.97732	0.00423	0.00131	0.63574	0.01177
NA18522	994667	1.00000	1580223	0.97748	0.00345	0.00114	0.61371	0.01261
HG01990	965868	1.00000	1635520	0.97838	0.00328	0.00105	0.62871	0.01233
HG01464	928340	1.00000	1773878	0.97713	0.00377	0.00116	0.65645	0.01119
HG00409	1049260	1.00000	1525973	0.97612	0.00405	0.00127	0.59256	0.01346
HG03692	983141	1.00000	1656517	0.97667	0.00393	0.00122	0.62755	0.01188
NA12874	994640	1.00000	1604610	0.97666	0.00478	0.00161	0.61734	0.01019
NA18950	1065886	1.00000	1565605	0.97550	0.00359	0.00113	0.59495	0.01250
NA19137	1002561	1.00000	1575978	0.97704	0.00393	0.00130	0.61119	0.01211
HG03777	964178	1.00000	1694557	0.97670	0.00390	0.00121	0.63735	0.01191
NA06994	935935	1.00000	1629596	0.97746	0.00421	0.00130	0.63519	0.01263
HG02477	961323	1.00000	1685422	0.97756	0.00435	0.00146	0.63679	0.01129
NA11931	947228	1.00000	1671511	0.97717	0.00397	0.00123	0.63829	0.01050
HG00265	968531	1.00000	1655464	0.97719	0.00422	0.00133	0.63089	0.00977
HG01756	947346	1.00000	1676152	0.97749	0.00419	0.00131	0.63890	0.01116
HG03782	942129	1.00000	1676370	0.97846	0.00460	0.00146	0.64020	0.01275
NA18999	1075840	1.00000	1591879	0.97623	0.00414	0.00132	0.59672	0.00991
NA19201	1003009	1.00000	1571687	0.97673	0.00417	0.00135	0.61044	0.01259
NA19214	1033292	1.00000	1622721	0.97736	0.00426	0.00140	0.61096	0.00727
HG03778	976238	1.00000	1720834	0.97824	0.00485	0.00154	0.63804	0.00813
NA20763	946793	1.00000	1692329	0.97713	0.00476	0.00147	0.64125	0.00863
HG04177	982846	1.00000	1698129	0.97708	0.00566	0.00185	0.63340	0.01084
HG00557	1081566	1.00000	1564322	0.97686	0.00377	0.00120	0.59123	0.01097
NA20587	964829	1.00000	1666327	0.97693	0.00384	0.00119	0.63331	0.01034
HG01871	1064009	1.00000	1580511	0.97585	0.00422	0.00134	0.59766	0.01142
HG01444	935197	1.00000	1722825	0.97743	0.00541	0.00179	0.64816	0.01151
HG01204	920548	1.00000	1719584	0.97840	0.00372	0.00117	0.65133	0.01192
HG03814	956496	1.00000	1649842	0.97758	0.00403	0.00124	0.63301	0.01280
HG02138	1066276	1.00000	1577191	0.97555	0.00375	0.00117	0.59664	0.01166
